Course,Unit,Chapter,Front,Back
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In 1928, British bacteriologist [...] reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology.","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"Frederick Griffith conducted experiments with [...], a bacteria that causes [...].","Frederick Griffith conducted experiments with Streptococcus pneumoniae, a bacteria that causes pneumonia."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"[...] conducted experiments with Streptococcus pneumoniae, a bacteria that causes pneumonia.","Frederick Griffith conducted experiments with Streptococcus pneumoniae, a bacteria that causes pneumonia."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) bacteriophage is a(n) [...].,A(n) bacteriophage is a(n) virus that infects bacteria.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) [...] is a(n) virus that infects bacteria.,A(n) bacteriophage is a(n) virus that infects bacteria.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Purines have a double-ring structure with a(n) [...]-membered ring fused to a(n) [...]-membered ring.,Purines have a double-ring structure with a(n) a six-membered ring fused to a(n) five-membered ring.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Purines have a [...] structure with a(n) a six-membered ring fused to a(n) five-membered ring.,Purines have a double-ring structure with a(n) a six-membered ring fused to a(n) five-membered ring.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] have a double-ring structure with a(n) a six-membered ring fused to a(n) five-membered ring.,Purines have a double-ring structure with a(n) a six-membered ring fused to a(n) five-membered ring.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Pyrimidines are [...] than purines.,Pyrimidines are smaller than purines.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] are smaller than [...].,Pyrimidines are smaller than purines.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Purines are [...] than pyrimidines.,Purines are larger than pyrimidines.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] are larger than [...].,Purines are larger than pyrimidines.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"[...] have a single-ring structure, with a(n) six-membered ring.","Pyrimidines have a single-ring structure, with a(n) six-membered ring."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"Pyrimidines have a [...] structure, with a(n) six-membered ring.","Pyrimidines have a single-ring structure, with a(n) six-membered ring."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"Pyrimidines have a single-ring structure, with a(n) [...]-membered ring.","Pyrimidines have a single-ring structure, with a(n) six-membered ring."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The sugar in DNA is [...].,The sugar in DNA is deoxyribose.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The sugar in [...] is deoxyribose.,The sugar in DNA is deoxyribose.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The sugar in [...] is ribose.,The sugar in RNA is ribose.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The sugar in RNA is [...].,The sugar in RNA is ribose.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed [...].","James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"James Watson and Francis Crick proposed that DNA is made up of [...], that are twisted around each other to form a(n) right-handed helix.","James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"James Watson and Francis Crick proposed that DNA is made up of two strands, that are [...] to form a(n) right-handed helix.","James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"[...] and [...] proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix.","James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) [...]-handed helix.","James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"James Watson and Francis Crick proposed that [...] is made up of two strands, that are twisted around each other to form a(n) right-handed helix.","James Watson and Francis Crick proposed that DNA is made up of two strands, that are twisted around each other to form a(n) right-handed helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] are the closest ancestors of present-day humans.,Neanderthals are the closest ancestors of present-day humans.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Neanderthals are the [...] of present-day humans.,Neanderthals are the closest ancestors of present-day humans.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Neanderthals are the closest ancestors of [...].,Neanderthals are the closest ancestors of present-day humans.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"Neanderthals disappeared from [...] approximately 30,000 years ago.","Neanderthals disappeared from the fossil record approximately 30,000 years ago."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"[...] disappeared from the fossil record approximately 30,000 years ago.","Neanderthals disappeared from the fossil record approximately 30,000 years ago."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Neanderthals disappeared from the fossil record approximately [...] years ago.,"Neanderthals disappeared from the fossil record approximately 30,000 years ago."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Researchers have found that the Neaderthal genome has 2 to 3 precent greater similarity to [...] than to [...].,Researchers have found that the Neaderthal genome has 2 to 3 precent greater similarity to people living outside of Africa than to people in Africa.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Researchers have found that the Neaderthal genome has 2 to 3 precent [...] similarity to people living outside of Africa than to people in Africa.,Researchers have found that the Neaderthal genome has 2 to 3 precent greater similarity to people living outside of Africa than to people in Africa.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Researchers have found that the [...] has 2 to 3 precent greater similarity to people living outside of Africa than to people in Africa.,Researchers have found that the Neaderthal genome has 2 to 3 precent greater similarity to people living outside of Africa than to people in Africa.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Researchers have found that the Neaderthal genome has [...] to [...] greater similarity to people living outside of Africa than to people in Africa.,Researchers have found that the Neaderthal genome has 2 to 3 precent greater similarity to people living outside of Africa than to people in Africa.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In [...] cells, DNA and RNA synthesis and protein synthesis occur together.","In prokaryotic cells, DNA and RNA synthesis and protein synthesis occur together."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In prokaryotic cells, [...] and protein synthesis occur together.","In prokaryotic cells, DNA and RNA synthesis and protein synthesis occur together."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In prokaryotic cells, DNA and RNA synthesis and [...] occur together.","In prokaryotic cells, DNA and RNA synthesis and protein synthesis occur together."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In [...] cells, DNA and RNA synthesis occur in a separate compartment from protein synthesis.","In eukaryotic cells, DNA and RNA synthesis occur in a separate compartment from protein synthesis."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In eukaryotic cells, [...] occur in a separate compartment from [...].","In eukaryotic cells, DNA and RNA synthesis occur in a separate compartment from protein synthesis."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"With specific base pairs, the sequence of a DNA strand can be predicted from its [...].","With specific base pairs, the sequence of a DNA strand can be predicted from its complement."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"With specific base pairs, the [...] of a DNA strand can be predicted from its complement.","With specific base pairs, the sequence of a DNA strand can be predicted from its complement."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"With [...], the sequence of a DNA strand can be predicted from its complement.","With specific base pairs, the sequence of a DNA strand can be predicted from its complement."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"With specific base pairs, the sequence of a [...] can be predicted from its complement.","With specific base pairs, the sequence of a DNA strand can be predicted from its complement."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] replicates in a semi-conservative manner.,DNA replicates in a semi-conservative manner.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA replicates in a [...] manner.,DNA replicates in a semi-conservative manner.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA [...] in a semi-conservative manner.,DNA replicates in a semi-conservative manner.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. [...] of both the [...] and the [...] continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. [...] unwinds at the [...]. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. [...] opens up the [...]; these are extended [...]. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. [...] coat the [...] around the [...] to [...]. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. [...] binds at the region [...] of the [...] to [...]. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. [...] starts [...] to the [...] of the [...]. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. [...] synthesizes [...] complementary to the [...]. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. [...] are [...] by [...]. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. [...] are filled by [...] by adding [...]. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds.","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The [...] between the two [...] is [...] by [...], which helps in the formation of [...].","The process of DNA replication can be summarized as follows: 1. DNA unwinds at the origin of replication. 2. Helicase opens up the DNA-forming replication fork; these are extended bidirectionally. 3. Single-strand binding proteins coat the DNA around the replication fork to prevent rewinding of the DNA. 4. Topoisomerase binds at the region ahead of the replication fork to prevent supercoiling. 5. Primase synthesizes RNA primers complementary to the DNA strand. 6. DNA Polymerase III starts adding nucleotides to the 3'-OH end of the primer. 7. Elongation of both the lagging strand and the leading strand continutes. 8. RNA primers are removed by exonuclease activity. 9. Gaps are filled by DNA pol I by adding dNTPs. 10. The gaps between the two DNA fragments is sealed by DNA ligase, which helps in the formation of phosphodiester bonds."
